tanggal,kode_kelurahan,wilayah_kota,kecamatan,kelurahan,penerima_vaksinasi,dosis,jumlah_vaksin
7/27/2021,3175011001,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,TENAGA KESEHATAN,Dosis 1,221
7/27/2021,3175021002,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,TENAGA KESEHATAN,Dosis 1,430
7/27/2021,3175071002,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,TENAGA KESEHATAN,Dosis 1,735
7/27/2021,3175071004,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,TENAGA KESEHATAN,Dosis 1,676
7/27/2021,3175071007,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,TENAGA KESEHATAN,Dosis 1,286
7/27/2021,3175101003,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,TENAGA KESEHATAN,Dosis 1,245
7/27/2021,3175021001,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,TENAGA KESEHATAN,Dosis 1,304
7/27/2021,3175061005,JAKARTA TIMUR,CAKUNG,PULO GEBANG,TENAGA KESEHATAN,Dosis 1,698
7/27/2021,3175091005,JAKARTA TIMUR,CIRACAS,RAMBUTAN,TENAGA KESEHATAN,Dosis 1,374
7/27/2021,3175031004,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,TENAGA KESEHATAN,Dosis 1,180
7/27/2021,3175061002,JAKARTA TIMUR,CAKUNG,RAWA TERATE,TENAGA KESEHATAN,Dosis 1,118
7/27/2021,3175021005,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,TENAGA KESEHATAN,Dosis 1,425
7/27/2021,3175101005,JAKARTA TIMUR,CIPAYUNG,SETU,TENAGA KESEHATAN,Dosis 1,215
7/27/2021,3175091004,JAKARTA TIMUR,CIRACAS,SUSUKAN,TENAGA KESEHATAN,Dosis 1,435
7/27/2021,3175061006,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,TENAGA KESEHATAN,Dosis 1,207
7/27/2021,3175011006,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,TENAGA KESEHATAN,Dosis 1,409
7/27/2021,3175011002,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,TENAGA KESEHATAN,Dosis 1,293
7/28/2021,3175041005,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,TENAGA KESEHATAN,Dosis 1,215
7/28/2021,3175031003,JAKARTA TIMUR,JATINEGARA,BALI MESTER,TENAGA KESEHATAN,Dosis 1,74
7/28/2021,3175101006,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,TENAGA KESEHATAN,Dosis 1,356
7/28/2021,3175051002,JAKARTA TIMUR,PASAR REBO,BARU,TENAGA KESEHATAN,Dosis 1,405
7/28/2021,3175041004,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,TENAGA KESEHATAN,Dosis 1,489
7/28/2021,3175031002,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,TENAGA KESEHATAN,Dosis 1,269
7/28/2021,3175061007,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,TENAGA KESEHATAN,Dosis 1,293
7/28/2021,3175061004,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,TENAGA KESEHATAN,Dosis 1,431
7/28/2021,3175041007,JAKARTA TIMUR,KRAMAT JATI,CAWANG,TENAGA KESEHATAN,Dosis 1,474
7/28/2021,3175101008,JAKARTA TIMUR,CIPAYUNG,CEGER,TENAGA KESEHATAN,Dosis 1,228
7/28/2021,3175091002,JAKARTA TIMUR,CIRACAS,CIBUBUR,TENAGA KESEHATAN,Dosis 1,793
7/28/2021,3175051003,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,TENAGA KESEHATAN,Dosis 1,558
7/28/2021,3175101002,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,TENAGA KESEHATAN,Dosis 1,333
7/28/2021,3175041006,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,TENAGA KESEHATAN,Dosis 1,453
7/28/2021,3175101001,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,TENAGA KESEHATAN,Dosis 1,355
7/28/2021,3175021003,JAKARTA TIMUR,PULO GADUNG,CIPINANG,TENAGA KESEHATAN,Dosis 1,502
7/28/2021,3175031007,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,TENAGA KESEHATAN,Dosis 1,311
7/28/2021,3175031008,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,TENAGA KESEHATAN,Dosis 1,299
7/28/2021,3175031005,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,TENAGA KESEHATAN,Dosis 1,285
7/28/2021,3175081005,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,TENAGA KESEHATAN,Dosis 1,438
7/28/2021,3175031006,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,TENAGA KESEHATAN,Dosis 1,555
7/28/2021,3175091001,JAKARTA TIMUR,CIRACAS,CIRACAS,TENAGA KESEHATAN,Dosis 1,705
7/28/2021,3175041003,JAKARTA TIMUR,KRAMAT JATI,DUKUH,TENAGA KESEHATAN,Dosis 1,245
7/28/2021,3175071001,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,TENAGA KESEHATAN,Dosis 1,593
7/28/2021,3175051001,JAKARTA TIMUR,PASAR REBO,GEDONG,TENAGA KESEHATAN,Dosis 1,591
7/28/2021,3175081004,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,TENAGA KESEHATAN,Dosis 1,901
7/28/2021,3175021007,JAKARTA TIMUR,PULO GADUNG,JATI,TENAGA KESEHATAN,Dosis 1,446
7/28/2021,3175061001,JAKARTA TIMUR,CAKUNG,JATINEGARA,TENAGA KESEHATAN,Dosis 1,443
7/28/2021,3175021004,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,TENAGA KESEHATAN,Dosis 1,209
7/28/2021,3175051004,JAKARTA TIMUR,PASAR REBO,KALISARI,TENAGA KESEHATAN,Dosis 1,559
7/28/2021,3175031001,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,TENAGA KESEHATAN,Dosis 1,195
7/28/2021,3175041002,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,TENAGA KESEHATAN,Dosis 1,463
7/28/2021,3175011003,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,TENAGA KESEHATAN,Dosis 1,254
7/28/2021,3175021006,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,TENAGA KESEHATAN,Dosis 1,535
7/28/2021,3175011005,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,TENAGA KESEHATAN,Dosis 1,181
7/28/2021,3175081003,JAKARTA TIMUR,MAKASAR,KEBON PALA,TENAGA KESEHATAN,Dosis 1,583
7/28/2021,3175091003,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,TENAGA KESEHATAN,Dosis 1,567
7/28/2021,3175071003,JAKARTA TIMUR,DUREN SAWIT,KLENDER,TENAGA KESEHATAN,Dosis 1,582
7/28/2021,3175041001,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,TENAGA KESEHATAN,Dosis 1,593
7/28/2021,3175101007,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,TENAGA KESEHATAN,Dosis 1,769
7/28/2021,3175081001,JAKARTA TIMUR,MAKASAR,MAKASAR,TENAGA KESEHATAN,Dosis 1,504
7/28/2021,3175071006,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,TENAGA KESEHATAN,Dosis 1,408
7/28/2021,3175071005,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,TENAGA KESEHATAN,Dosis 1,303
7/28/2021,3175101004,JAKARTA TIMUR,CIPAYUNG,MUNJUL,TENAGA KESEHATAN,Dosis 1,338
7/28/2021,3175011004,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,TENAGA KESEHATAN,Dosis 1,188
7/28/2021,3175051005,JAKARTA TIMUR,PASAR REBO,PEKAYON,TENAGA KESEHATAN,Dosis 1,412
7/28/2021,3175061003,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,TENAGA KESEHATAN,Dosis 1,638
7/28/2021,3175081002,JAKARTA TIMUR,MAKASAR,PINANG RANTI,TENAGA KESEHATAN,Dosis 1,334
7/28/2021,3175011001,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,TENAGA KESEHATAN,Dosis 1,221
7/28/2021,3175021002,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,TENAGA KESEHATAN,Dosis 1,430
7/28/2021,3175071002,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,TENAGA KESEHATAN,Dosis 1,734
7/28/2021,3175071004,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,TENAGA KESEHATAN,Dosis 1,677
7/28/2021,3175071007,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,TENAGA KESEHATAN,Dosis 1,285
7/28/2021,3175101003,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,TENAGA KESEHATAN,Dosis 1,246
7/28/2021,3175021001,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,TENAGA KESEHATAN,Dosis 1,304
7/28/2021,3175061005,JAKARTA TIMUR,CAKUNG,PULO GEBANG,TENAGA KESEHATAN,Dosis 1,699
7/28/2021,3175091005,JAKARTA TIMUR,CIRACAS,RAMBUTAN,TENAGA KESEHATAN,Dosis 1,375
7/28/2021,3175031004,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,TENAGA KESEHATAN,Dosis 1,180
7/28/2021,3175061002,JAKARTA TIMUR,CAKUNG,RAWA TERATE,TENAGA KESEHATAN,Dosis 1,118
7/28/2021,3175021005,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,TENAGA KESEHATAN,Dosis 1,425
7/28/2021,3175101005,JAKARTA TIMUR,CIPAYUNG,SETU,TENAGA KESEHATAN,Dosis 1,216
7/28/2021,3175091004,JAKARTA TIMUR,CIRACAS,SUSUKAN,TENAGA KESEHATAN,Dosis 1,435
7/28/2021,3175061006,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,TENAGA KESEHATAN,Dosis 1,208
7/28/2021,3175011006,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,TENAGA KESEHATAN,Dosis 1,409
7/28/2021,3175011002,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,TENAGA KESEHATAN,Dosis 1,295
7/29/2021,3175041005,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,TENAGA KESEHATAN,Dosis 1,215
7/29/2021,3175031003,JAKARTA TIMUR,JATINEGARA,BALI MESTER,TENAGA KESEHATAN,Dosis 1,74
7/29/2021,3175101006,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,TENAGA KESEHATAN,Dosis 1,356
7/29/2021,3175051002,JAKARTA TIMUR,PASAR REBO,BARU,TENAGA KESEHATAN,Dosis 1,407
7/29/2021,3175041004,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,TENAGA KESEHATAN,Dosis 1,490
7/29/2021,3175031002,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,TENAGA KESEHATAN,Dosis 1,269
7/29/2021,3175061007,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,TENAGA KESEHATAN,Dosis 1,294
7/29/2021,3175061004,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,TENAGA KESEHATAN,Dosis 1,431
7/29/2021,3175041007,JAKARTA TIMUR,KRAMAT JATI,CAWANG,TENAGA KESEHATAN,Dosis 1,474
7/29/2021,3175101008,JAKARTA TIMUR,CIPAYUNG,CEGER,TENAGA KESEHATAN,Dosis 1,228
7/29/2021,3175091002,JAKARTA TIMUR,CIRACAS,CIBUBUR,TENAGA KESEHATAN,Dosis 1,793
7/29/2021,3175051003,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,TENAGA KESEHATAN,Dosis 1,559
7/29/2021,3175101002,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,TENAGA KESEHATAN,Dosis 1,333
7/29/2021,3175041006,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,TENAGA KESEHATAN,Dosis 1,453
7/29/2021,3175101001,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,TENAGA KESEHATAN,Dosis 1,355
7/29/2021,3175021003,JAKARTA TIMUR,PULO GADUNG,CIPINANG,TENAGA KESEHATAN,Dosis 1,502
7/29/2021,3175031007,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,TENAGA KESEHATAN,Dosis 1,311
7/29/2021,3175031008,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,TENAGA KESEHATAN,Dosis 1,299
7/29/2021,3175031005,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,TENAGA KESEHATAN,Dosis 1,286
7/29/2021,3175081005,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,TENAGA KESEHATAN,Dosis 1,438
7/29/2021,3175031006,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,TENAGA KESEHATAN,Dosis 1,555
7/29/2021,3175091001,JAKARTA TIMUR,CIRACAS,CIRACAS,TENAGA KESEHATAN,Dosis 1,706
7/29/2021,3175041003,JAKARTA TIMUR,KRAMAT JATI,DUKUH,TENAGA KESEHATAN,Dosis 1,245
7/29/2021,3175071001,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,TENAGA KESEHATAN,Dosis 1,593
7/29/2021,3175051001,JAKARTA TIMUR,PASAR REBO,GEDONG,TENAGA KESEHATAN,Dosis 1,591
7/29/2021,3175081004,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,TENAGA KESEHATAN,Dosis 1,903
7/29/2021,3175021007,JAKARTA TIMUR,PULO GADUNG,JATI,TENAGA KESEHATAN,Dosis 1,446
7/29/2021,3175061001,JAKARTA TIMUR,CAKUNG,JATINEGARA,TENAGA KESEHATAN,Dosis 1,444
7/29/2021,3175021004,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,TENAGA KESEHATAN,Dosis 1,211
7/29/2021,3175051004,JAKARTA TIMUR,PASAR REBO,KALISARI,TENAGA KESEHATAN,Dosis 1,560
7/29/2021,3175031001,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,TENAGA KESEHATAN,Dosis 1,195
7/29/2021,3175041002,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,TENAGA KESEHATAN,Dosis 1,463
7/29/2021,3175011003,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,TENAGA KESEHATAN,Dosis 1,254
7/29/2021,3175021006,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,TENAGA KESEHATAN,Dosis 1,533
7/29/2021,3175011005,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,TENAGA KESEHATAN,Dosis 1,183
7/29/2021,3175081003,JAKARTA TIMUR,MAKASAR,KEBON PALA,TENAGA KESEHATAN,Dosis 1,584
7/29/2021,3175091003,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,TENAGA KESEHATAN,Dosis 1,572
7/29/2021,3175071003,JAKARTA TIMUR,DUREN SAWIT,KLENDER,TENAGA KESEHATAN,Dosis 1,583
7/29/2021,3175041001,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,TENAGA KESEHATAN,Dosis 1,593
7/29/2021,3175101007,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,TENAGA KESEHATAN,Dosis 1,769
7/29/2021,3175081001,JAKARTA TIMUR,MAKASAR,MAKASAR,TENAGA KESEHATAN,Dosis 1,507
7/29/2021,3175071006,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,TENAGA KESEHATAN,Dosis 1,408
7/29/2021,3175071005,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,TENAGA KESEHATAN,Dosis 1,303
7/29/2021,3175101004,JAKARTA TIMUR,CIPAYUNG,MUNJUL,TENAGA KESEHATAN,Dosis 1,339
7/29/2021,3175011004,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,TENAGA KESEHATAN,Dosis 1,188
7/29/2021,3175051005,JAKARTA TIMUR,PASAR REBO,PEKAYON,TENAGA KESEHATAN,Dosis 1,412
7/29/2021,3175061003,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,TENAGA KESEHATAN,Dosis 1,637
7/29/2021,3175081002,JAKARTA TIMUR,MAKASAR,PINANG RANTI,TENAGA KESEHATAN,Dosis 1,334
7/29/2021,3175011001,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,TENAGA KESEHATAN,Dosis 1,222
7/29/2021,3175021002,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,TENAGA KESEHATAN,Dosis 1,430
7/29/2021,3175071002,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,TENAGA KESEHATAN,Dosis 1,737
7/29/2021,3175071004,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,TENAGA KESEHATAN,Dosis 1,680
7/29/2021,3175071007,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,TENAGA KESEHATAN,Dosis 1,285
7/29/2021,3175101003,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,TENAGA KESEHATAN,Dosis 1,246
7/29/2021,3175021001,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,TENAGA KESEHATAN,Dosis 1,304
7/29/2021,3175061005,JAKARTA TIMUR,CAKUNG,PULO GEBANG,TENAGA KESEHATAN,Dosis 1,699
7/29/2021,3175091005,JAKARTA TIMUR,CIRACAS,RAMBUTAN,TENAGA KESEHATAN,Dosis 1,374
7/29/2021,3175031004,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,TENAGA KESEHATAN,Dosis 1,180
7/29/2021,3175061002,JAKARTA TIMUR,CAKUNG,RAWA TERATE,TENAGA KESEHATAN,Dosis 1,119
7/29/2021,3175021005,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,TENAGA KESEHATAN,Dosis 1,425
7/29/2021,3175101005,JAKARTA TIMUR,CIPAYUNG,SETU,TENAGA KESEHATAN,Dosis 1,216
7/29/2021,3175091004,JAKARTA TIMUR,CIRACAS,SUSUKAN,TENAGA KESEHATAN,Dosis 1,435
7/29/2021,3175061006,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,TENAGA KESEHATAN,Dosis 1,209
7/29/2021,3175011006,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,TENAGA KESEHATAN,Dosis 1,409
7/29/2021,3175011002,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,TENAGA KESEHATAN,Dosis 1,295
7/30/2021,3175041005,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,TENAGA KESEHATAN,Dosis 1,215
7/30/2021,3175031003,JAKARTA TIMUR,JATINEGARA,BALI MESTER,TENAGA KESEHATAN,Dosis 1,74
7/30/2021,3175101006,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,TENAGA KESEHATAN,Dosis 1,356
7/30/2021,3175051002,JAKARTA TIMUR,PASAR REBO,BARU,TENAGA KESEHATAN,Dosis 1,408
7/30/2021,3175041004,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,TENAGA KESEHATAN,Dosis 1,493
7/30/2021,3175031002,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,TENAGA KESEHATAN,Dosis 1,270
7/30/2021,3175061007,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,TENAGA KESEHATAN,Dosis 1,294
7/30/2021,3175061004,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,TENAGA KESEHATAN,Dosis 1,433
7/30/2021,3175041007,JAKARTA TIMUR,KRAMAT JATI,CAWANG,TENAGA KESEHATAN,Dosis 1,474
7/30/2021,3175101008,JAKARTA TIMUR,CIPAYUNG,CEGER,TENAGA KESEHATAN,Dosis 1,228
7/30/2021,3175091002,JAKARTA TIMUR,CIRACAS,CIBUBUR,TENAGA KESEHATAN,Dosis 1,793
7/30/2021,3175051003,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,TENAGA KESEHATAN,Dosis 1,560
7/30/2021,3175101002,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,TENAGA KESEHATAN,Dosis 1,334
7/30/2021,3175041006,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,TENAGA KESEHATAN,Dosis 1,457
7/30/2021,3175101001,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,TENAGA KESEHATAN,Dosis 1,355
7/30/2021,3175021003,JAKARTA TIMUR,PULO GADUNG,CIPINANG,TENAGA KESEHATAN,Dosis 1,504
7/30/2021,3175031007,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,TENAGA KESEHATAN,Dosis 1,311
7/30/2021,3175031008,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,TENAGA KESEHATAN,Dosis 1,299
7/30/2021,3175031005,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,TENAGA KESEHATAN,Dosis 1,286
7/30/2021,3175081005,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,TENAGA KESEHATAN,Dosis 1,439
7/30/2021,3175031006,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,TENAGA KESEHATAN,Dosis 1,558
7/30/2021,3175091001,JAKARTA TIMUR,CIRACAS,CIRACAS,TENAGA KESEHATAN,Dosis 1,706
7/30/2021,3175041003,JAKARTA TIMUR,KRAMAT JATI,DUKUH,TENAGA KESEHATAN,Dosis 1,246
7/30/2021,3175071001,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,TENAGA KESEHATAN,Dosis 1,597
7/30/2021,3175051001,JAKARTA TIMUR,PASAR REBO,GEDONG,TENAGA KESEHATAN,Dosis 1,591
7/30/2021,3175081004,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,TENAGA KESEHATAN,Dosis 1,903
7/30/2021,3175021007,JAKARTA TIMUR,PULO GADUNG,JATI,TENAGA KESEHATAN,Dosis 1,446
7/30/2021,3175061001,JAKARTA TIMUR,CAKUNG,JATINEGARA,TENAGA KESEHATAN,Dosis 1,446
7/30/2021,3175021004,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,TENAGA KESEHATAN,Dosis 1,211
7/30/2021,3175051004,JAKARTA TIMUR,PASAR REBO,KALISARI,TENAGA KESEHATAN,Dosis 1,561
7/30/2021,3175031001,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,TENAGA KESEHATAN,Dosis 1,196
7/30/2021,3175041002,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,TENAGA KESEHATAN,Dosis 1,463
7/30/2021,3175011003,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,TENAGA KESEHATAN,Dosis 1,254
7/30/2021,3175021006,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,TENAGA KESEHATAN,Dosis 1,534
7/30/2021,3175011005,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,TENAGA KESEHATAN,Dosis 1,183
7/30/2021,3175081003,JAKARTA TIMUR,MAKASAR,KEBON PALA,TENAGA KESEHATAN,Dosis 1,584
7/30/2021,3175091003,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,TENAGA KESEHATAN,Dosis 1,574
7/30/2021,3175071003,JAKARTA TIMUR,DUREN SAWIT,KLENDER,TENAGA KESEHATAN,Dosis 1,584
7/30/2021,3175041001,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,TENAGA KESEHATAN,Dosis 1,594
7/30/2021,3175101007,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,TENAGA KESEHATAN,Dosis 1,770
7/30/2021,3175081001,JAKARTA TIMUR,MAKASAR,MAKASAR,TENAGA KESEHATAN,Dosis 1,506
7/30/2021,3175071006,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,TENAGA KESEHATAN,Dosis 1,408
7/30/2021,3175071005,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,TENAGA KESEHATAN,Dosis 1,303
7/30/2021,3175101004,JAKARTA TIMUR,CIPAYUNG,MUNJUL,TENAGA KESEHATAN,Dosis 1,340
7/30/2021,3175011004,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,TENAGA KESEHATAN,Dosis 1,188
7/30/2021,3175051005,JAKARTA TIMUR,PASAR REBO,PEKAYON,TENAGA KESEHATAN,Dosis 1,415
7/30/2021,3175061003,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,TENAGA KESEHATAN,Dosis 1,637
7/30/2021,3175081002,JAKARTA TIMUR,MAKASAR,PINANG RANTI,TENAGA KESEHATAN,Dosis 1,335
7/30/2021,3175011001,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,TENAGA KESEHATAN,Dosis 1,222
7/30/2021,3175021002,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,TENAGA KESEHATAN,Dosis 1,431
7/30/2021,3175071002,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,TENAGA KESEHATAN,Dosis 1,738
7/30/2021,3175071004,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,TENAGA KESEHATAN,Dosis 1,684
7/30/2021,3175071007,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,TENAGA KESEHATAN,Dosis 1,286
7/30/2021,3175101003,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,TENAGA KESEHATAN,Dosis 1,246
7/30/2021,3175021001,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,TENAGA KESEHATAN,Dosis 1,304
7/30/2021,3175061005,JAKARTA TIMUR,CAKUNG,PULO GEBANG,TENAGA KESEHATAN,Dosis 1,701
7/30/2021,3175091005,JAKARTA TIMUR,CIRACAS,RAMBUTAN,TENAGA KESEHATAN,Dosis 1,375
7/30/2021,3175031004,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,TENAGA KESEHATAN,Dosis 1,180
7/30/2021,3175061002,JAKARTA TIMUR,CAKUNG,RAWA TERATE,TENAGA KESEHATAN,Dosis 1,119
7/30/2021,3175021005,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,TENAGA KESEHATAN,Dosis 1,426
7/30/2021,3175101005,JAKARTA TIMUR,CIPAYUNG,SETU,TENAGA KESEHATAN,Dosis 1,216
7/30/2021,3175091004,JAKARTA TIMUR,CIRACAS,SUSUKAN,TENAGA KESEHATAN,Dosis 1,436
7/30/2021,3175061006,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,TENAGA KESEHATAN,Dosis 1,210
7/30/2021,3175011006,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,TENAGA KESEHATAN,Dosis 1,409
7/30/2021,3175011002,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,TENAGA KESEHATAN,Dosis 1,295
7/31/2021,3175041005,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,TENAGA KESEHATAN,Dosis 1,215
7/31/2021,3175031003,JAKARTA TIMUR,JATINEGARA,BALI MESTER,TENAGA KESEHATAN,Dosis 1,73
7/31/2021,3175101006,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,TENAGA KESEHATAN,Dosis 1,359
7/31/2021,3175051002,JAKARTA TIMUR,PASAR REBO,BARU,TENAGA KESEHATAN,Dosis 1,409
7/31/2021,3175041004,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,TENAGA KESEHATAN,Dosis 1,493
7/31/2021,3175031002,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,TENAGA KESEHATAN,Dosis 1,270
